FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1927554|Warm Springs District|Civil|VA|51|Bath|017|380637N|0795159W|38.1102365|-79.866283|||||739|2425|Warm Springs|07/18/2001|02/27/2009
1927571|Williamsville District|Civil|VA|51|Bath|017|380520N|0793941W|38.0890065|-79.661312|||||496|1627|Bath Alum|07/18/2001|02/27/2009
1983485|Bath Community Hospital|Hospital|VA|51|Bath|017|375934N|0794955W|37.9928783|-79.8320312|||||728|2388|Healing Springs|01/16/2003|07/20/2012
2035274|Rough Mountain Wilderness|Reserve|VA|51|Bath|017|375450N|0794151W|37.9140171|-79.6975468|||||767|2516|Nimrod Hall|02/20/2004|
2498629|Millboro Elementary School|School|VA|51|Bath|017|375839N|0793623W|37.9775045|-79.6064818|||||537|1762|Millboro|02/09/2009|09/15/2010
2498646|Bath County High School|School|VA|51|Bath|017|380202N|0794741W|38.0338249|-79.7947874|||||787|2582|Warm Springs|02/09/2009|09/15/2010
2571174|Mountain Grove Cemetery|Cemetery|VA|51|Bath|017|380602N|0795318W|38.10055|-79.88834|||||538|1765|Mountain Grove|09/23/2009|
2629043|Warm Springs Census Designated Place|Census|VA|51|Bath|017|380254N|0794656W|38.0483969|-79.7821989|||||732|2402|Warm Springs|06/01/2010|
2631243|Hot Springs Census Designated Place|Census|VA|51|Bath|017|375953N|0794918W|37.998068|-79.821552|||||762|2500|Healing Springs|08/30/2010|
2675588|Singleton Airport|Airport|VA|51|Bath|017|381239N|0794246W|38.210851|-79.7128243|||||626|2054|Burnsville|04/13/2011|
